fecha,dia_semana,semana,mes,anio,ocupacion_deseada,ocupacion_albergue,capacidad_albergue,porcentaje_ocupacion,pacientes_total,pacientes_prioridad_baja,pacientes_prioridad_media,pacientes_prioridad_alta,pacientes_estadio_0_I,pacientes_estadio_II,pacientes_estadio_III_IV,pacientes_quimioterapia,pacientes_cirugia,pacientes_paliativos,pacientes_soporte_nutricional,pacientes_con_anemia,pacientes_con_vomitos,pacientes_dolor_alto,pacientes_desnutricion,pacientes_quimio_curativa,pacientes_quimio_avanzada,pacientes_flot_estimado,pacientes_folfox_capox_estimado,pacientes_her2_positivo_estimado,item_id,item_nombre,categoria_item,tipo_stock,unidad_medida,stock_actual,stock_minimo,ingresos_stock,salidas_stock,stock_cierre,consumo_diario,consumo_lag_1,consumo_lag_7,consumo_promedio_7d,consumo_promedio_14d,demanda_7_dias,demanda_14_dias,stock_proyectado_7d,stock_proyectado_14d,stock_critico_7d,stock_critico_14d,stock_critico,ratio_stock_minimo,dias_cobertura,neto_movimiento,variabilidad_consumo,es_ocupacion_alta,ratio_pacientes_alta_prioridad
2025-04-10,jueves,15,4,2025,50,50,100,0.5,50,12,20,18,13,15,22,28,30.0,9,42,40,14,11.0,9.0,24,10,7,21,1.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,806.5,260,0,16,738,16,15.0,16.0,12.86,12.36,112.0,179.0,461,369.875,no,no,no,3.0900383141762453,47.44117647058823,-16,0.22655122655122661,0,0.35294117647058826
2025-04-11,viernes,15,4,2025,56,56,100,0.56,56,16,27,13,15,26,15,22,37.0,7,33,38,18,17.0,12.0,20,8,4,18,3.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,795.0,260,0,45,738,45,16.0,15.0,12.86,12.79,76.0,165.0,461,369.875,no,no,no,3.045977011494253,17.282608695652176,-45,2.318903318903319,0,0.22807017543859648
2025-04-12,sabado,15,4,2025,51,51,100,0.51,51,10,22,19,10,20,21,27,28.0,5,37,38,21,12.0,11.0,24,7,7,20,0.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,806.5,260,0,20,738,20,45.0,9.0,17.14,15.14,63.0,182.0,461,369.875,no,no,no,3.0900383141762453,38.404761904761905,-20,0.1576626240352811,0,0.36538461538461536
2025-04-13,domingo,15,4,2025,53,53,100,0.53,53,14,22,17,14,16,23,31,31.0,7,37,41,25,17.0,15.0,28,8,5,26,1.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,806.5,260,0,27,738,27,20.0,11.0,18.71,14.64,47.0,192.0,461,369.875,no,no,no,3.0900383141762453,28.803571428571427,-27,0.4205986808726534,0,0.3148148148148148
2025-04-14,lunes,16,4,2025,58,58,100,0.58,58,17,24,17,20,15,23,26,31.0,11,44,41,24,14.0,14.0,19,14,6,20,2.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,806.5,260,0,3,738,3,27.0,14.0,21.0,14.64,56.0,189.0,461,369.875,no,no,no,3.0900383141762453,201.625,-3,0.8181818181818182,0,0.288135593220339
2025-04-15,martes,16,4,2025,53,53,100,0.53,53,11,22,20,12,19,22,27,24.0,7,43,39,21,13.0,12.0,24,10,6,21,0.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,806.5,260,0,3,738,3,3.0,10.0,19.43,14.36,57.0,192.0,461,369.875,no,no,no,3.0900383141762453,201.625,-3,0.8042094958394518,0,0.37037037037037035
2025-04-16,miercoles,16,4,2025,56,56,100,0.56,56,12,24,20,13,18,25,28,30.0,11,36,42,33,19.0,14.0,24,12,4,24,2.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,806.5,260,0,7,738,7,3.0,15.0,18.43,14.57,68.0,191.0,461,369.875,no,no,no,3.0900383141762453,100.8125,-7,0.5882655687081833,0,0.3508771929824561
2025-04-17,jueves,16,4,2025,56,56,100,0.56,56,20,18,18,20,19,17,22,37.0,6,33,28,21,15.0,10.0,17,7,5,17,2.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,806.0,260,0,7,738,7,7.0,16.0,17.29,15.07,67.0,197.0,461,369.875,no,no,no,3.0881226053639845,100.75,-7,0.5626025150355385,0,0.3157894736842105
2025-04-18,viernes,16,4,2025,62,62,100,0.62,62,20,27,15,20,23,19,32,41.0,9,46,45,28,18.0,15.0,27,13,11,21,1.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,799.0,260,0,9,738,9,7.0,45.0,16.0,14.43,89.0,201.0,461,369.875,no,no,no,3.0613026819923372,79.9,-9,0.4117647058823529,0,0.23809523809523808
2025-04-19,sabado,16,4,2025,59,59,100,0.59,59,16,26,17,17,20,22,32,27.0,11,40,36,23,17.0,13.0,26,13,9,23,4.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,790.0,260,0,7,738,7,9.0,20.0,10.86,14.0,119.0,198.0,461,369.875,no,no,no,3.0268199233716473,98.75,-7,0.32546374367622255,0,0.2833333333333333
2025-04-20,domingo,16,4,2025,65,65,100,0.65,65,15,27,23,15,23,27,35,35.0,12,46,45,28,23.0,18.0,30,13,7,28,2.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,783.0,260,0,11,738,11,7.0,27.0,9.0,13.86,145.0,191.0,461,369.875,no,no,no,3.0,65.25,-11,0.2,0,0.3484848484848485
2025-04-21,lunes,17,4,2025,59,59,100,0.59,59,17,16,26,18,11,30,33,32.0,10,40,41,22,17.0,19.0,25,13,3,30,2.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,772.0,260,0,12,738,12,11.0,3.0,6.71,13.86,133.0,179.0,461,369.875,no,no,no,2.9578544061302683,59.38461538461539,-12,0.6861219195849546,0,0.43333333333333335
2025-04-22,martes,17,4,2025,60,60,100,0.6,60,16,23,21,16,22,22,25,31.0,16,44,45,22,18.0,13.0,20,16,7,18,5.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,760.0,260,0,4,738,4,12.0,3.0,8.0,13.71,135.0,175.0,461,369.875,no,no,no,2.9118773946360155,152.0,-4,0.4444444444444444,0,0.3442622950819672
2025-04-23,miercoles,17,4,2025,59,59,100,0.59,59,18,23,18,16,19,24,35,32.0,10,40,39,29,20.0,8.0,26,14,9,26,3.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,756.0,260,0,18,738,18,4.0,7.0,8.14,13.29,123.0,167.0,461,369.875,no,no,no,2.896551724137931,39.78947368421053,-18,1.0787746170678336,0,0.3
2025-04-24,jueves,17,4,2025,59,59,100,0.59,59,16,21,22,17,19,23,23,35.0,12,46,41,23,16.0,16.0,20,14,7,16,2.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,738.0,260,0,6,732,6,18.0,7.0,9.71,13.5,130.0,171.0,461,369.875,no,no,no,2.8275862068965516,105.42857142857143,-6,0.34640522875817,0,0.36666666666666664
2025-04-25,viernes,17,4,2025,55,55,100,0.55,55,12,24,19,13,20,22,28,33.0,9,39,37,21,15.0,14.0,24,11,9,19,1.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,732.0,260,0,31,701,31,6.0,9.0,9.57,12.79,112.0,179.0,461,369.875,no,no,no,2.8045977011494254,22.875,-31,2.0274361400189216,0,0.3392857142857143
2025-04-26,sabado,17,4,2025,64,64,100,0.64,64,15,29,20,14,26,24,29,31.0,7,42,49,29,14.0,14.0,27,10,10,19,1.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,701.0,260,0,37,664,37,31.0,7.0,12.71,11.79,79.0,150.0,461,369.875,no,no,no,2.685823754789272,18.44736842105263,-37,1.771699489423778,0,0.3076923076923077
2025-04-27,domingo,17,4,2025,61,61,100,0.61,61,18,24,19,19,22,20,30,41.0,10,46,40,21,14.0,9.0,26,10,7,23,1.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,664.0,260,0,37,627,37,37.0,11.0,17.0,13.0,46.0,147.0,461,369.875,no,no,no,2.5440613026819925,17.473684210526315,-37,1.1111111111111112,0,0.3064516129032258
2025-04-28,lunes,18,4,2025,62,62,100,0.62,62,17,26,19,18,24,20,22,32.0,7,43,39,31,14.0,19.0,15,11,2,20,2.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,627.0,260,0,0,627,0,37.0,12.0,20.71,13.71,46.0,168.0,461,369.875,no,no,no,2.4022988505747125,627.0,0,0.9539382772915707,0,0.30158730158730157
2025-04-29,martes,18,4,2025,55,55,100,0.55,55,14,25,16,15,22,18,29,31.0,10,36,39,20,12.0,12.0,22,11,7,22,1.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,627.0,260,0,6,621,6,0.0,4.0,19.0,13.5,40.0,163.0,461,369.875,no,no,no,2.4022988505747125,89.57142857142857,-6,0.65,0,0.2857142857142857
2025-04-30,miercoles,18,4,2025,56,56,100,0.56,56,20,19,17,21,15,20,24,30.0,8,36,37,16,17.0,11.0,17,11,6,18,1.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,621.0,260,0,6,615,6,6.0,18.0,19.29,13.71,44.0,168.0,461,369.875,no,no,no,2.3793103448275863,88.71428571428571,-6,0.6550024642681124,0,0.2982456140350877
2025-05-01,jueves,18,5,2025,51,51,100,0.51,51,12,20,19,13,20,18,27,26.0,12,35,40,19,20.0,11.0,22,12,7,20,5.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,615.0,260,0,13,602,13,6.0,6.0,17.57,13.64,41.0,175.0,461,369.875,no,no,no,2.3563218390804597,43.92857142857143,-13,0.2460958535271944,0,0.36538461538461536
2025-05-02,viernes,18,5,2025,51,51,100,0.51,51,12,24,15,12,18,21,23,28.0,11,39,35,19,15.0,12.0,18,14,2,21,3.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,602.0,260,0,13,589,13,13.0,31.0,18.57,14.07,67.0,167.0,461,369.875,no,no,no,2.3065134099616857,43.0,-13,0.2846193152784875,0,0.28846153846153844
2025-05-03,sabado,18,5,2025,51,51,100,0.51,51,20,12,19,21,9,21,25,29.0,8,37,34,18,11.0,12.0,19,9,5,20,4.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,589.0,260,0,4,585,4,13.0,37.0,16.0,14.36,71.0,176.0,461,369.875,no,no,no,2.256704980842912,117.8,-4,0.7058823529411765,0,0.36538461538461536
2025-05-04,domingo,18,5,2025,52,52,100,0.52,52,16,17,19,15,15,22,25,28.0,10,33,37,20,17.0,8.0,20,12,7,18,2.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,585.0,260,0,4,581,4,4.0,37.0,11.29,14.14,101.0,177.0,461,369.875,no,no,no,2.2413793103448274,117.0,-4,0.5931651749389747,0,0.3584905660377358
2025-05-05,lunes,19,5,2025,54,54,100,0.54,54,13,21,20,12,23,19,24,28.0,9,37,38,21,15.0,10.0,17,13,7,17,3.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,581.0,260,0,0,581,0,4.0,0.0,6.57,13.64,122.0,198.0,459,369.875,no,no,no,2.2260536398467434,581.0,0,0.8678996036988111,0,0.36363636363636365
2025-05-06,martes,19,5,2025,51,51,100,0.51,51,13,19,19,13,19,19,21,32.0,7,36,35,24,18.0,9.0,16,7,5,16,2.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,581.0,260,0,0,581,0,0.0,6.0,6.57,12.79,123.0,198.0,458,369.875,no,no,no,2.2260536398467434,581.0,0,0.8678996036988111,0,0.36538461538461536
2025-05-07,miercoles,19,5,2025,50,50,100,0.5,50,17,17,16,19,15,16,18,28.0,5,35,30,24,15.0,9.0,16,8,4,14,2.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,581.0,260,0,10,571,10,0.0,6.0,5.71,12.5,124.0,190.0,457,369.875,no,no,no,2.2260536398467434,52.81818181818182,-10,0.639344262295082,0,0.3137254901960784
2025-05-08,jueves,19,5,2025,50,50,100,0.5,50,14,22,14,16,18,16,20,26.0,3,38,34,23,13.0,12.0,15,6,3,17,0.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,571.0,260,0,10,561,10,10.0,13.0,6.29,11.93,134.0,186.0,437,369.875,no,no,no,2.1877394636015324,51.90909090909091,-10,0.5089163237311385,0,0.27450980392156865
2025-05-09,viernes,19,5,2025,60,60,100,0.6,60,16,24,20,15,21,24,33,37.0,8,43,46,24,13.0,11.0,27,9,4,29,2.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,561.0,260,0,39,522,39,10.0,13.0,5.86,12.21,100.0,194.0,461,367.0,no,no,no,2.1494252873563218,14.025,-39,4.830903790087463,0,0.32786885245901637
2025-05-10,sabado,19,5,2025,62,62,100,0.62,62,22,26,14,25,22,15,25,44.0,8,37,36,18,13.0,7.0,22,8,5,20,0.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,522.0,260,0,8,514,8,39.0,4.0,9.57,12.79,105.0,217.0,417,305.0,no,no,no,2.0,58.0,-8,0.14853358561967836,0,0.2222222222222222
2025-05-11,domingo,19,5,2025,60,60,100,0.6,60,18,21,21,16,18,26,32,34.0,7,39,43,18,21.0,14.0,26,8,5,27,0.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,514.0,260,0,34,480,34,8.0,4.0,10.14,10.71,76.0,211.0,438,303.0,no,no,no,1.9693486590038314,14.685714285714285,-34,2.141831238779174,0,0.3442622950819672
2025-05-12,lunes,20,5,2025,58,58,100,0.58,58,17,23,18,17,21,20,32,34.0,7,42,44,24,17.0,13.0,25,10,5,27,0.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,480.0,260,0,21,459,21,34.0,0.0,14.43,10.5,76.0,204.0,404,276.0,no,no,no,1.839080459770115,21.818181818181817,-21,0.42579390797148414,0,0.3050847457627119
2025-05-13,martes,20,5,2025,61,61,100,0.61,61,13,23,25,11,22,28,35,36.0,8,49,40,29,19.0,15.0,30,11,7,28,2.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,459.0,260,0,1,458,1,21.0,0.0,17.43,12.0,75.0,209.0,384,250.0,no,si,si,1.7586206896551724,229.5,-1,0.8914812805208898,0,0.4032258064516129
2025-05-14,miercoles,20,5,2025,56,56,100,0.56,56,17,26,13,16,25,15,24,36.0,7,34,35,23,13.0,10.0,22,8,3,21,0.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,458.0,260,0,11,447,11,1.0,10.0,17.57,11.64,66.0,211.0,392,247.0,no,si,si,1.7547892720306513,38.166666666666664,-11,0.35379644588045234,0,0.22807017543859648
2025-05-15,jueves,20,5,2025,66,66,100,0.66,66,15,24,27,15,24,27,33,35.0,8,52,47,24,18.0,16.0,25,12,6,27,0.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,447.0,260,0,20,427,20,11.0,10.0,17.71,12.0,52.0,200.0,395,247.0,no,si,si,1.7126436781609196,21.285714285714285,-20,0.12239444147514693,0,0.40298507462686567
2025-05-16,viernes,20,5,2025,66,66,100,0.66,66,18,27,21,17,26,23,32,36.0,8,48,45,24,21.0,18.0,28,12,4,28,4.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,427.0,260,0,5,422,5,20.0,39.0,19.14,12.5,94.0,195.0,333,232.0,no,si,si,1.6360153256704981,71.16666666666667,-5,0.702085402184707,0,0.31343283582089554
2025-05-17,sabado,20,5,2025,67,67,100,0.67,67,17,26,24,18,24,25,33,42.0,6,42,45,23,19.0,12.0,26,11,12,21,3.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,422.0,260,0,13,409,13,5.0,8.0,14.29,11.93,112.0,188.0,310,234.0,no,si,si,1.6168582375478928,30.142857142857142,-13,0.08436886854153036,0,0.35294117647058826
2025-05-18,domingo,20,5,2025,66,66,100,0.66,66,16,29,21,18,26,22,32,38.0,9,51,51,26,14.0,17.0,28,11,10,22,1.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,409.0,260,0,5,404,5,13.0,34.0,15.0,12.57,135.0,193.0,274,216.0,no,si,si,1.5670498084291187,68.16666666666667,-5,0.625,0,0.31343283582089554
2025-05-19,lunes,21,5,2025,66,66,100,0.66,66,22,20,24,20,21,25,33,40.0,13,55,43,19,16.0,15.0,25,16,7,26,2.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,404.0,260,0,21,383,21,5.0,21.0,10.86,12.64,128.0,186.0,276,218.0,no,si,si,1.5478927203065134,18.363636363636363,-21,0.854974704890388,0,0.3582089552238806
2025-05-20,martes,21,5,2025,65,65,100,0.65,65,23,22,20,24,17,24,25,40.0,13,45,42,25,20.0,18.0,23,15,4,21,3.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,383.0,260,0,0,383,0,21.0,1.0,10.86,14.14,134.0,186.0,249,197.0,si,si,si,1.4674329501915708,383.0,0,0.9156829679595279,0,0.30303030303030304
2025-05-21,miercoles,21,5,2025,68,68,100,0.68,68,21,29,18,21,27,20,32,38.0,9,50,46,26,12.0,15.0,28,10,7,25,1.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,383.0,260,0,2,381,2,0.0,11.0,10.71,14.14,145.0,197.0,238,186.0,si,si,si,1.4674329501915708,127.66666666666667,-2,0.7438087105038429,0,0.2608695652173913
2025-05-22,jueves,21,5,2025,60,60,100,0.6,60,19,21,20,21,18,21,26,34.0,11,33,40,21,12.0,14.0,19,12,4,22,4.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,381.0,260,0,6,375,6,2.0,20.0,9.43,13.57,148.0,191.0,233,190.0,si,si,si,1.4597701149425288,54.42857142857143,-6,0.32885906040268453,0,0.32786885245901637
2025-05-23,viernes,21,5,2025,70,70,100,0.7,70,13,29,28,14,25,31,38,37.0,13,50,47,31,23.0,13.0,28,16,8,30,4.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,375.0,260,0,47,328,47,6.0,5.0,7.43,13.29,101.0,173.0,274,202.0,no,si,si,1.4367816091954022,7.8125,-47,4.693950177935943,0,0.39436619718309857
2025-05-24,sabado,21,5,2025,68,68,100,0.68,68,17,25,26,17,22,29,39,40.0,10,55,45,23,17.0,19.0,30,14,9,30,3.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,328.0,260,0,31,297,31,47.0,13.0,13.43,13.86,76.0,171.0,252,157.0,si,si,si,1.2567049808429118,10.25,-31,1.2176022176022177,0,0.37681159420289856
2025-05-25,domingo,21,5,2025,68,68,100,0.68,68,14,31,23,15,24,29,35,39.0,14,48,47,30,19.0,16.0,26,16,8,27,5.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,806.5,260,0,28,738,28,31.0,5.0,16.0,15.5,58.0,181.0,461,369.875,no,no,no,3.0900383141762453,27.810344827586206,-28,0.7058823529411765,0,0.3333333333333333
2025-05-26,lunes,22,5,2025,67,67,100,0.67,67,20,26,21,26,18,23,32,42.0,8,47,42,32,19.0,16.0,26,10,4,28,2.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,806.5,260,0,14,738,14,28.0,21.0,19.29,15.07,58.0,167.0,461,369.875,no,no,no,3.0900383141762453,53.766666666666666,-14,0.2607195662888122,0,0.3088235294117647
2025-05-27,martes,22,5,2025,56,56,100,0.56,56,14,24,18,15,19,22,25,32.0,11,40,34,25,15.0,14.0,18,14,8,17,4.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,806.5,260,0,6,738,6,14.0,0.0,18.29,14.57,52.0,177.0,461,369.875,no,no,no,3.0900383141762453,115.21428571428571,-6,0.6371176775531363,0,0.3157894736842105
2025-05-28,miercoles,22,5,2025,61,61,100,0.61,61,17,22,22,21,16,24,30,39.0,12,43,43,28,20.0,14.0,20,14,7,23,5.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,806.5,260,0,13,738,13,6.0,2.0,19.14,14.93,52.0,166.0,461,369.875,no,no,no,3.0900383141762453,57.607142857142854,-13,0.30486593843098314,0,0.3548387096774194
2025-05-29,jueves,22,5,2025,55,55,100,0.55,55,18,18,19,17,18,20,27,30.0,9,33,32,24,16.0,11.0,22,10,7,20,1.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,806.5,260,0,9,738,9,13.0,6.0,20.71,15.07,43.0,157.0,461,369.875,no,no,no,3.0900383141762453,80.65,-9,0.539382772915707,0,0.3392857142857143
2025-05-30,viernes,22,5,2025,61,61,100,0.61,61,20,21,20,22,15,24,24,32.0,8,42,36,24,18.0,10.0,19,11,5,19,2.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,806.5,260,0,0,738,0,9.0,47.0,21.14,14.29,72.0,161.0,461,369.875,no,no,no,3.0900383141762453,806.5,0,0.95483288166215,0,0.3225806451612903
2025-05-31,sabado,22,5,2025,61,61,100,0.61,61,12,25,24,13,23,25,33,39.0,7,49,43,26,23.0,14.0,26,11,8,25,4.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,806.5,260,0,6,738,6,0.0,31.0,14.43,13.93,95.0,160.0,461,369.875,no,no,no,3.0900383141762453,115.21428571428571,-6,0.5463383020090732,0,0.3870967741935484
2025-06-01,domingo,22,6,2025,55,55,100,0.55,55,16,18,21,15,17,23,20,28.0,9,41,33,18,18.0,14.0,17,10,2,18,2.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,802.0,260,0,10,738,10,6.0,28.0,10.86,13.43,123.0,168.0,461,369.875,no,no,no,3.0727969348659006,72.9090909090909,-10,0.07251264755480602,0,0.375
2025-06-02,lunes,23,6,2025,56,56,100,0.56,56,15,21,20,17,18,21,25,37.0,9,39,43,26,11.0,7.0,22,9,5,20,3.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,792.0,260,0,14,738,14,10.0,14.0,8.29,13.79,109.0,159.0,461,369.875,no,no,no,3.0344827586206895,52.8,-14,0.6146393972012919,0,0.3508771929824561
2025-06-03,martes,23,6,2025,57,57,100,0.57,57,17,18,22,18,17,22,23,40.0,8,42,34,23,12.0,11.0,20,9,5,18,1.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,778.0,260,0,0,738,0,14.0,6.0,8.29,13.29,125.0,183.0,461,369.875,no,no,no,2.9808429118773945,778.0,0,0.8923573735199138,0,0.3793103448275862
2025-06-04,miercoles,23,6,2025,56,56,100,0.56,56,13,20,23,13,20,23,34,29.0,10,34,40,26,16.0,8.0,26,11,7,27,1.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,778.0,260,0,13,738,13,0.0,13.0,7.43,13.29,114.0,188.0,461,369.875,no,no,no,2.9808429118773945,55.57142857142857,-13,0.6607354685646502,0,0.40350877192982454
2025-06-05,jueves,23,6,2025,53,53,100,0.53,53,9,31,13,9,25,19,32,37.0,7,37,33,21,18.0,10.0,29,7,12,20,2.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,765.0,260,0,0,738,0,13.0,9.0,7.43,14.07,114.0,195.0,461,369.875,no,no,no,2.9310344827586206,765.0,0,0.8813760379596679,0,0.24074074074074073
2025-06-06,viernes,23,6,2025,57,57,100,0.57,57,11,25,21,13,20,24,32,38.0,8,45,38,23,16.0,15.0,27,10,9,23,4.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,765.0,260,0,29,736,29,0.0,0.0,6.14,13.64,89.0,205.0,461,369.875,no,no,no,2.9310344827586206,25.5,-29,3.2016806722689077,0,0.3620689655172414
2025-06-07,sabado,23,6,2025,66,66,100,0.66,66,14,16,36,14,15,37,33,31.0,11,52,48,29,23.0,16.0,22,16,7,26,1.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,736.0,260,0,29,707,29,29.0,6.0,10.29,12.36,65.0,201.0,461,369.875,no,no,no,2.8199233716475094,24.533333333333335,-29,1.6572187776793625,0,0.5373134328358209
2025-06-08,domingo,23,6,2025,59,59,100,0.59,59,18,25,16,20,21,18,28,35.0,11,40,39,26,17.0,7.0,22,11,6,22,3.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,707.0,260,0,38,669,38,29.0,10.0,13.57,12.21,45.0,195.0,461,369.875,no,no,no,2.7088122605363987,18.128205128205128,-38,1.676733013040494,0,0.26666666666666666
2025-06-09,lunes,24,6,2025,56,56,100,0.56,56,16,25,15,17,21,18,24,36.0,7,41,34,22,12.0,10.0,21,7,6,18,1.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,669.0,260,0,0,669,0,38.0,14.0,17.57,12.93,50.0,204.0,461,369.875,no,no,no,2.5632183908045976,669.0,0,0.946149703823371,0,0.2631578947368421
2025-06-10,martes,24,6,2025,61,61,100,0.61,61,21,16,24,20,16,25,26,38.0,7,48,44,24,12.0,10.0,20,8,11,15,3.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,669.0,260,0,16,653,16,0.0,0.0,15.57,11.93,58.0,200.0,461,369.875,no,no,no,2.5632183908045976,39.35294117647059,-16,0.02595051297525647,0,0.3870967741935484
2025-06-11,miercoles,24,6,2025,61,61,100,0.61,61,26,18,17,26,16,19,26,38.0,11,41,40,23,14.0,13.0,18,14,3,23,8.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,653.0,260,0,2,651,2,16.0,13.0,17.86,12.64,74.0,212.0,461,369.875,no,no,no,2.5019157088122603,217.66666666666666,-2,0.840933191940615,0,0.27419354838709675
2025-06-12,jueves,24,6,2025,62,62,100,0.62,62,17,23,22,18,21,23,32,38.0,9,43,48,29,18.0,9.0,27,12,11,21,0.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,651.0,260,0,0,651,0,2.0,0.0,16.29,11.86,81.0,241.0,461,369.875,no,no,no,2.4942528735632186,651.0,0,0.9421631000578369,0,0.3492063492063492
2025-06-13,viernes,24,6,2025,64,64,100,0.64,64,16,26,22,17,22,25,29,40.0,8,40,46,26,23.0,9.0,24,11,8,21,1.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,651.0,260,0,4,647,4,0.0,29.0,16.29,11.21,116.0,251.0,461,369.875,no,no,no,2.4942528735632186,130.2,-4,0.7108155002891845,0,0.3384615384615385
2025-06-14,sabado,24,6,2025,68,68,100,0.68,68,21,21,26,20,18,30,35,41.0,9,47,46,29,19.0,15.0,27,11,2,33,0.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,647.0,260,0,5,642,5,4.0,29.0,12.71,11.5,136.0,248.0,461,369.875,no,no,no,2.478927203065134,107.83333333333333,-5,0.5623632385120351,0,0.37681159420289856
2025-06-15,domingo,24,6,2025,64,64,100,0.64,64,15,27,22,16,23,25,41,41.0,11,48,42,26,23.0,14.0,32,14,7,34,4.0,ITEM002,capecitabina,fluoropirimidina_oral,antineoplasico,tabletas,642.0,260,0,18,624,18,5.0,38.0,9.29,11.43,150.0,242.0,461,369.875,no,no,no,2.4597701149425286,33.78947368421053,-18,0.8464528668610303,0,0.3384615384615385
